propertycode,Maximum,Minimum,Normalized Maximum
114351,95.34,41.49,0.004622733178541311
114366,288.33,135.63,0.015301944049102565
114367,105.33,62.05,0.005175535482271591
114407,108.5,43.2,0.005350949226298117
114412,118.65,52.74,0.005912605220578633
114417,50.23,50.23,0.0021265457990345044
114441,153.71,67.81,0.007852670162398817
114447,160.24,95.94,0.008214011407980273
114454,173.8,86.4,0.008964361682112667
114523,297.47,146.62,0.015807711121784727
114525,80.08,53.34,0.0037783124423126724
114532,132.81,40.2,0.0066961568342744065
114588,226.05,98.45,0.011855645002423696
114604,177.82,88.41,0.009186810657187313
114619,120.55,68.08,0.00601774279586267
114635,185.97,95.44,0.009637795519589896
114648,122.44,48.52,0.0061223270154873175
114649,166.48,49.78,0.008559305339439426
114671,70.33,43.4,0.0032387906744077433
114691,187.67,130.6,0.00973186598168614
114700,143.36,55.55,0.007279947054930509
114708,181.73,118.7,0.009403172720008676
114714,109.4,74.33,0.005400751235643188
114815,136.63,55.25,0.00690753869616126
114820,82.63,51.64,0.003919418135457038
114845,79.52,60.93,0.0037473245253868506
114901,80.56,51.64,0.003804873513963377
114916,81.59,49.57,0.003861869146880513
114919,349.09,110.51,0.018664133035554205
114973,122.9,81.59,0.0061477813758192435
114984,169.38,65.07,0.008719778480662431
115042,69.71,38.21,0.0032044826235255834
115077,147.02,48.85,0.007482475226267129
115078,306.86,87.82,0.016327312085951628
115079,44.4,44.4,0.0018039394496103265
115086,102.25,91.92,0.005005101939179572
115175,168.35,70.23,0.008662782847745295
115199,122.9,79.17,0.0061477813758192435
115227,175.58,102.24,0.009062858989484028
115310,133.23,122.9,0.006719397771968772
115314,175.58,95.02,0.009062858989484028
115381,128.07,71.27,0.0064338662517237025
115393,113.47,37.74,0.005625966989014783
115404,65.61,56.28,0.0029776068031758187
115453,102.57,68.38,0.005022809320280042
115480,85.5,55.03,0.004078231209701874
115524,241.74,81.9,0.01272386003200609
115527,242.73,87.66,0.012778642242285667
115535,99.66,70.05,0.004861782823397648
115559,183.71,79.05,0.00951273714056783
115560,190.43,100.64,0.009884592143677689
115581,115.45,60.19,0.0057355314095739384
115729,136.95,104.11,0.0069252460772617295
115749,129.1,61.96,0.0064908618846408386
115754,196.23,74.36,0.010205538426123697
115758,239.66,124.71,0.012608762054853038
115787,154.92,68.16,0.007919626197184967
115875,118.11,70.45,0.005882724014971591
115899,139.43,60.3,0.007062478280790369
115900,139.43,77.46,0.007062478280790369
115942,101.22,55.77,0.004948106306262436
115943,266.46,82.63,0.014091755222017355
116131,128.07,92.95,0.0064338662517237025
116135,132.2,69.71,0.006662402139051636
116174,216.79,76.33,0.01134323766182886
116177,104.31,69.71,0.005119093205013845
116218,83.66,73.33,0.003976413768374174
116227,205.53,60.93,0.010720159189356092
116283,122.9,102.24,0.0061477813758192435
116299,136.33,89.7,0.006890938026379571
116316,92.95,92.95,0.004490481175947179
116358,101.22,69.2,0.004948106306262436
116427,147.99,77.94,0.0075361507252279265
116452,142.21,91.83,0.007216311154100697
116454,99.15,50.19,0.004833561684768775
116463,232.38,55.77,0.012205919134817358
116488,113.6,87.79,0.005633160612586848
116515,81.59,69.36,0.003861869146880513
116521,140.46,80.56,0.007119473913707504
116538,133.23,87.79,0.006719397771968772
116576,386.26,164.22,0.020720956021505612
116599,299.51,67.31,0.015920595676300216
116613,154.92,81.59,0.007919626197184967
116640,129.1,87.79,0.0064908618846408386
116677,118.78,69.2,0.0059197988441506985
116697,131.9,61.26,0.0066458014692699465
116701,194.17,72.51,0.010091547160289425
116704,339.79,102.24,0.018149512272321814
116708,191.66,80.89,0.009952654889782617
116744,129.1,92.95,0.0064908618846408386
116780,100.18,71.27,0.004890557317685911
116783,122.9,82.63,0.0061477813758192435
116796,143.56,143.56,0.007291014168118302
116817,134.27,127.55,0.006776946760545299
116907,474.05,151.82,0.02557886535528753
116927,101.22,81.59,0.004948106306262436
116980,182.8,102.24,0.009462381775563371
117021,124.96,72.3,0.006261772641653515
117073,154.92,70.23,0.007919626197184967
117074,141.29,90.37,0.007165402433436846
117131,227.34,174.69,0.011927027882484963
117140,126.0,50.4,0.006319321630230041
117200,169.38,50.91,0.008719778480662431
117227,154.92,51.64,0.007919626197184967
117280,165.24,77.46,0.008490689237675108
117327,123.94,79.63,0.006205330364395768
117383,257.17,138.5,0.013577687814444352
117393,237.54,135.71,0.012491450655062427
117432,376.97,162.67,0.02020688861393261
117510,82.94,56.98,0.003936572160898118
117546,92.95,72.3,0.004490481175947179
117720,149.75,87.79,0.007633541321280508
117941,112.58,91.92,0.005576718335329103
118002,204.5,128.07,0.010663163556438955
118015,144.59,144.59,0.0073480098010354385
118029,128.07,52.01,0.0064338662517237025
118072,308.81,62.28,0.01643521643953261
118102,116.75,72.6,0.005807467645294595
118182,118.78,98.12,0.0059197988441506985
118242,413.12,67.13,0.022207269322626268
118294,82.63,57.84,0.003919418135457038
118311,87.62,39.39,0.004195542609492484
118314,132.41,47.92,0.00667402260789882
118315,113.91,34.62,0.005650314638027928
118334,132.02,64.72,0.006652441737182623
118350,408.93,145.07,0.021975413301341996
118395,73.02,43.82,0.0033876433467835646
118396,97.37,47.71,0.004735064377397413
118399,255.44,147.49,0.013481957285369939
118471,46.58,23.75,0.0019245709833572752
118476,113.68,66.2,0.0056375874578619666
118477,81.52,40.76,0.0038579956572647846
118492,46.82,28.09,0.001937851519182627
118508,107.7,50.53,0.005306680773546943
118535,46.66,29.93,0.0019289978286323923
118559,83.35,46.82,0.003959259742933094
118585,128.52,79.84,0.006458767256396238
118674,228.81,111.97,0.012008371164415246
118701,115.87,57.04,0.005758772347268304
118711,146.05,96.39,0.00742879972730633
118723,192.3,96.39,0.009988069651983558
118727,125.61,57.44,0.006297740759513844
118841,71.48,34.79,0.0033024265752375557
118852,136.87,59.82,0.006920819231986613
118861,143.66,88.41,0.007296547724712199
118865,65.9,44.61,0.0029936541172981197
118881,82.12,37.51,0.0038911969968281656
118900,59.31,39.87,0.002628992737760326
118921,320.8,237.11,0.017098689875140828
119013,182.49,134.02,0.009445227750122291
119100,173.37,65.7,0.00894056738875891
119106,421.36,157.96,0.022663234385963356
119135,101.38,36.5,0.004956959996812671
119149,198.72,137.88,0.010343323985311726
119174,201.76,91.52,0.010511544105766185
119180,157.14,89.21,0.008042471153569474
119185,202.77,104.43,0.010567433027364544
119197,128.98,76.7,0.006484221616728162
119199,196.68,117.53,0.010230439430796233
119207,181.48,70.97,0.009389338828523932
119233,230.66,93.78,0.012110741961402334
119249,129.97,69.95,0.00653900382700774
119298,120.64,86.18,0.006022722996797177
119303,167.29,136.87,0.00860412714784999
119310,470.43,196.68,0.02537855060658847
119318,378.16,232.17,0.02027273793739998
119365,145.99,99.46,0.007425479593349992
119416,100.38,64.89,0.004901624430873704
119424,149.03,98.36,0.007593699713804452
119476,145.29,75.12,0.007386744697192715
119578,126.36,40.21,0.006339242433968069
119715,103.99,27.13,0.005101385823913375
119792,100.37,75.24,0.004901071075214315
119841,679.94,98.0,0.03697190502646147
119853,69.43,29.09,0.0031889886650626736
119913,70.85,32.87,0.003267565168696006
119919,128.24,42.75,0.0064432732979333275
119926,141.78,67.76,0.00719251686074694
119929,93.83,57.34,0.00453917647397347
119935,64.64,36.22,0.0029239313042150206
119962,41.28,41.28,0.0016312924838807496
119965,144.17,47.29,0.007324768863341071
120020,260.21,81.19,0.013745907934898811
120023,350.47,146.29,0.01874049611654998
120137,323.19,104.25,0.017230941877734957
120152,166.8,50.24,0.008577012720539897
120157,127.19,37.53,0.006385170953697412
120173,195.51,54.48,0.010165696818647641
120177,360.72,121.98,0.019307685667424395
120186,132.4,70.01,0.00667346925223943
120193,151.17,82.36,0.0077121178249138405
120239,148.79,51.09,0.007580419177979099
120288,68.68,65.4,0.0031474869906084483
120305,66.4,37.85,0.003021321900267603
120369,110.67,40.78,0.005471027404385676
120371,199.19,62.43,0.01036933170130304
120420,153.71,54.25,0.007852670162398817
120432,69.32,59.28,0.003182901752809386
120465,276.27,65.39,0.014634597123878622
120469,236.16,109.0,0.012415087574066654
120483,130.6,67.01,0.006573865233549289
120484,90.42,55.59,0.004350482194121592
120494,365.54,84.99,0.019574403095250215
120530,303.8,108.5,0.016157985254178386
120599,215.41,54.25,0.011266874580833086
120619,162.42,104.17,0.00833464294172722
120624,183.84,89.63,0.009519930764139897
120667,113.9,80.47,0.00564976128236854
120673,402.98,289.21,0.021646166684005142
120701,156.07,59.53,0.00798326209801478
120721,152.93,50.59,0.007809508420966424
120743,88.41,50.23,0.004239257706584268
120782,102.48,55.16,0.005017829119345535
120790,170.54,46.97,0.008783967737151633
120817,155.72,35.86,0.007963894649936142
120824,88.41,35.74,0.004239257706584268
120826,90.42,65.1,0.004350482194121592
120840,138.63,50.04,0.007018209828039195
120866,126.14,113.74,0.006327068609461496
120870,53.16,40.89,0.0022886790072356783
120957,233.92,70.61,0.012291135906363366
121022,289.34,140.65,0.01535783297070092
121057,89.41,62.55,0.004294593272523235
121063,451.99,110.2,0.02435816277067392
121088,175.35,57.86,0.009050131809318065
121093,136.63,59.79,0.00690753869616126
121137,59.09,27.13,0.0026168189132537534
121161,78.95,63.67,0.0037157832528016397
121255,105.48,54.25,0.005183835817162436
121273,130.6,55.25,0.006573865233549289
121284,94.43,58.27,0.004572377813536851
121356,160.54,57.61,0.008230612077761962
121390,90.3,90.3,0.004343841926208916
121395,117.67,75.89,0.005858376365958445
121422,227.13,102.34,0.01191540741363778
121451,178.89,73.18,0.009246019712742007
121475,227.7,101.74,0.01194694868622299
121491,212.96,95.83,0.011131302444282617
121515,144.09,137.02,0.007320342018065955
121576,212.96,212.96,0.011131302444282617
121592,309.76,115.19,0.01648778522717463
121597,183.92,96.8,0.009524357609415012
121610,151.98,56.78,0.007756939633324404
121644,394.04,167.47,0.02115146672451078
121650,256.51,125.84,0.013541166340924633
121694,188.54,46.94,0.009780007924053041
121739,177.83,151.69,0.009187364012846705
121759,106.48,91.96,0.005239171383101404
121788,284.31,168.16,0.01507949507402792
121790,1058.67,52.44,0.05792914391452647
121823,175.81,66.21,0.00907558616964999
121834,164.76,39.78,0.008464128166024404
121835,85.39,57.27,0.004072144297448587
121879,174.05,76.09,0.008978195573597409
121882,129.6,62.39,0.0065185296676103215
121897,130.6,110.51,0.006573865233549289
121984,333.54,149.69,0.01780366498520327
121992,97.45,77.75,0.004739491222672531
122007,149.69,109.5,0.00763022118732417
122019,266.23,151.7,0.014079028041851394
122033,85.39,54.25,0.004072144297448587
122064,115.54,55.25,0.005740511610508445
122108,1087.84,497.95,0.05954328237296613
122109,135.63,48.82,0.006852203130222293
122117,109.72,30.74,0.005418458616743656
122168,197.1,141.05,0.010253680368490599
122192,100.46,85.39,0.0049060512761488215
122201,149.94,58.27,0.007644055078808912
122253,123.87,53.34,0.006201456874780041
122264,219.42,109.18,0.011488770200248345
122279,392.7,49.73,0.02107731706615256
122282,120.55,55.25,0.00601774279586267
122284,135.63,65.3,0.006852203130222293
122348,1227.3,94.43,0.06726038039881449
122374,199.92,109.5,0.010409726664438486
122383,129.6,62.37,0.0065185296676103215
122400,145.67,41.19,0.007407772212249522
122449,250.15,55.35,0.013189232141552803
122450,93.93,44.2,0.004544710030567367
122545,171.0,65.02,0.008809422097483558
122548,140.65,90.42,0.007129987671235908
122556,80.91,68.46,0.003824240962042015
122582,154.71,80.47,0.007908005728337785
122591,78.36,43.4,0.003683135268897649
122596,58.27,52.24,0.0025714437491838
123803,89.51,44.76,0.004300126829117132
123804,85.39,45.21,0.004072144297448587
123830,110.71,46.81,0.005473240827023234
123831,189.88,189.88,0.009854157582411257
123874,90.42,90.42,0.004350482194121592
123901,105.48,35.46,0.005183835817162436
123956,248.15,91.42,0.01307856100967487
124205,120.55,42.7,0.00601774279586267
124220,69.32,39.18,0.003182901752809386
124231,116.53,85.39,0.005795293820788023
124236,99.46,16.08,0.004850715710209854
124269,1095.05,410.99,0.05994225180338609
124287,126.59,65.16,0.006351969614134032
124356,95.44,75.35,0.004628266735135207
124358,180.84,180.84,0.009353924066322995
124366,192.89,62.28,0.010020717635887548
124369,90.42,70.33,0.004350482194121592
124459,100.46,47.02,0.0049060512761488215
124467,203.34,76.25,0.010598974299949755
124558,562.59,219.42,0.030478276363523682
124566,169.79,94.43,0.008742466062697407
124574,109.5,62.89,0.005406284792237084
124632,131.8,41.19,0.00664026791267605
124645,111.61,32.05,0.005523042836368304
124797,129.6,44.2,0.0065185296676103215
124884,882.01,54.25,0.048153562835748544
124886,112.52,71.33,0.005573398201372764
125018,168.08,58.51,0.008647842244941775
125063,266.18,101.67,0.014076261263554445
125075,513.1,390.93,0.027739719205204197
125101,172.31,83.18,0.008881911688863606
125109,211.98,99.46,0.01107707358966243
125124,85.18,41.37,0.004060523828601405
125127,127.68,53.6,0.006412285381007506
125147,190.88,53.04,0.009909493148350225
125241,171.13,99.46,0.008816615721055625
125278,125.58,85.39,0.0062960806925356745
125332,114.53,114.53,0.005684622688910088
125381,152.19,86.42,0.007768560102171588
125393,95.44,66.07,0.004628266735135207
125425,105.48,85.39,0.005183835817162436
125466,165.76,85.9,0.00851946373196337
125469,199.92,79.37,0.010409726664438486
125486,321.48,135.63,0.017136318059979325
125524,241.11,81.38,0.012688998625464541
125565,110.51,110.51,0.005462173713835441
125605,110.51,92.43,0.005462173713835441
125623,155.82,70.45,0.007969428206530038
125662,125.58,90.42,0.0062960806925356745
125671,133.62,62.28,0.00674097864268497
125983,59.14,25.34,0.002619585691550702
125988,73.66,34.21,0.0034230581089845034
126015,189.01,146.77,0.009806015640044356
126022,79.19,79.19,0.0037290637886269917
126024,70.74,61.92,0.0032614782564427194
126033,315.72,189.12,0.016817585200170876
126035,128.83,92.92,0.006475921281837318
126036,117.21,87.11,0.00583292200562652
126038,126.71,126.71,0.006358609882046707
126047,161.02,78.4,0.008257173149412668
126048,79.19,62.3,0.0037290637886269917
126061,177.39,84.58,0.009163016363833558
126062,84.48,52.8,0.004021788932444128
126065,115.1,47.31,0.005716163961495299
126066,137.27,89.75,0.006942953458362201
126070,126.71,63.36,0.006358609882046707
126071,247.09,107.7,0.013019905309779563
126075,209.71,90.81,0.010951461854980974
126096,168.95,93.98,0.008695984187308676
126112,179.51,126.71,0.009280327763624167
126113,258.71,168.94,0.01366290458599036
126114,315.72,157.34,0.016817585200170876
126116,177.39,79.19,0.009163016363833558
126121,153.1,89.75,0.007818915467176047
126129,133.05,67.58,0.006709437370099759
126133,110.87,89.75,0.005482094517573469
126134,781.39,126.71,0.042585698190969676
126135,84.48,42.23,0.004021788932444128
126157,104.54,51.74,0.005131820385179808
126184,195.13,57.02,0.010144669303590833
126272,149.94,136.21,0.007644055078808912
126291,137.27,42.23,0.006942953458362201
126293,126.71,27.46,0.006358609882046707
126300,61.24,29.56,0.002735790380022532
126339,633.55,73.91,0.03440488812255278
126340,68.64,44.88,0.003145273567970889
126346,147.39,117.45,0.007502949385664545
126357,162.61,57.44,0.008345156699255625
126366,166.05,92.07,0.008535511046085673
126378,116.03,71.8,0.005767626037818539
126384,121.43,100.32,0.006066438093888961
126387,146.77,46.57,0.0074686413347823865
126389,89.75,55.44,0.004313407364942484
126390,183.73,125.65,0.009513843851886609
126402,125.66,93.98,0.006300507537810792
126410,205.9,84.47,0.01074063334875351
126419,419.67,165.15,0.022569717279526502
126428,236.78,158.39,0.012449395624948813
126435,318.89,137.8,0.0169929989441974
126451,354.79,116.76,0.01897954576140632
126457,94.99,56.98,0.004603365730462671
126459,142.55,125.66,0.007235125246519945
126463,84.48,80.25,0.004021788932444128
126466,158.39,105.59,0.008111640610993183
126471,262.86,121.17,0.013892547184637075
126477,248.14,139.12,0.013078007654015478
126484,85.53,56.6,0.004079891276680043
126491,202.64,61.77,0.010560239403792476
126498,105.59,58.07,0.005189922729415723
126506,448.77,147.97,0.024179982248350444
126518,81.31,42.76,0.0038463751884176022
126520,200.62,79.19,0.010448461560595763
126521,221.74,168.94,0.01161714871322675
126523,174.23,153.1,0.008988155975466422
126549,84.48,62.82,0.004021788932444128
126555,140.43,58.07,0.007117813846729336
126556,209.05,71.27,0.010914940381461256
126569,357.96,72.86,0.019154959505432844
126577,105.49,68.64,0.005184389172821826
126578,163.96,84.58,0.00841985971327323
126586,474.11,241.8,0.02558218548924387
126593,91.13,50.27,0.004389770445938258
126598,87.86,51.69,0.004208823145317836
126600,92.28,40.67,0.004453406346768071
126603,47.52,36.96,0.001976586415339904
126605,94.08,36.96,0.004553010365458211
126612,197.46,140.44,0.010273601172228627
126616,191.12,110.87,0.009922773684175577
126632,277.03,46.46,0.014676652153992236
126634,89.66,41.55,0.0043084271640079766
126637,180.56,66.52,0.009338430107860084
126640,101.37,82.36,0.0049564066411532815
126642,152.05,51.32,0.007760813122940133
126652,157.34,84.58,0.008053538266757268
126653,166.31,67.25,0.008549898293229804
126655,396.19,93.22,0.021270438191279554
126659,145.72,59.14,0.007410538990546471
126666,263.98,58.07,0.01395452301848872
126668,232.3,50.46,0.01220149228954224
126676,101.37,101.37,0.0049564066411532815
126677,179.51,47.52,0.009280327763624167
126682,84.47,38.01,0.004021235576784738
126684,139.38,42.12,0.00705971150249342
126694,61.24,47.52,0.002735790380022532
126707,127.51,47.35,0.006402878334797881
126715,395.97,121.96,0.021258264366772982
126734,252.37,110.66,0.01331207709793731
126759,79.19,42.23,0.0037290637886269917
126776,59.14,59.14,0.002619585691550702
126786,131.99,69.21,0.006650781670204454
126787,153.1,55.44,0.007818915467176047
126794,124.59,68.64,0.006241298482256097
126798,153.1,63.36,0.007818915467176047
126818,224.87,69.69,0.011790349034615715
126824,167.89,62.3,0.00863732848741337
126826,139.38,95.03,0.00705971150249342
126837,142.55,64.88,0.007235125246519945
126839,237.58,113.13,0.012493664077699987
126847,71.81,33.79,0.0033206873119974146
126855,62.51,47.52,0.0028060665487650203
126859,179.51,95.03,0.009280327763624167
126865,231.25,115.09,0.012143389945306325
126885,108.34,58.69,0.0053420955357478825
126889,157.02,62.3,0.008035830885656799
126901,153.1,81.11,0.007818915467176047
126907,68.21,48.47,0.0031214792746171328
126909,86.58,40.13,0.004137993620915958
126912,147.83,73.91,0.007527297034677692
126920,200.62,200.62,0.010448461560595763
126922,190.07,89.75,0.00986467133993966
126923,162.61,162.61,0.008345156699255625
126927,131.88,77.83,0.006644694757951167
126959,144.67,52.8,0.007352436646310555
126979,368.51,250.25,0.019738749726088946
126980,73.91,31.68,0.0034368920004692453
126987,158.39,128.83,0.008111640610993183
127001,125.66,93.98,0.006300507537810792
127005,422.36,100.32,0.022718569951902325
127018,184.78,110.87,0.009571946196122526
127021,71.81,58.07,0.0033206873119974146
127024,126.71,68.64,0.006358609882046707
127034,159.96,69.32,0.008198517449517363
127051,105.59,61.77,0.005189922729415723
127053,155.75,92.4,0.00796555471691431
127054,153.1,89.75,0.007818915467176047
127056,126.71,126.71,0.006358609882046707
127057,216.46,163.67,0.011324976925069003
127059,142.55,89.75,0.007235125246519945
127108,516.35,65.57,0.02791955979450584
127109,263.98,152.05,0.01395452301848872
127112,242.87,163.46,0.012786389221517123
127113,285.1,89.75,0.015123210171119703
127115,126.71,126.71,0.006358609882046707
127117,162.61,68.64,0.008345156699255625
127118,179.51,118.26,0.009280327763624167
127119,191.02,110.87,0.00991724012758168
127120,147.83,147.83,0.007527297034677692
127121,74.13,27.37,0.003449065824975818
127124,316.78,126.71,0.01687624090006618
127127,174.23,126.71,0.008988155975466422
127129,170.01,101.74,0.00875463988720398
127131,79.19,63.36,0.0037290637886269917
127133,163.67,89.75,0.00840381239915093
127144,158.39,79.19,0.008111640610993183
127152,142.55,68.01,0.007235125246519945
127170,224.91,89.75,0.011792562457253273
127174,147.83,28.51,0.007527297034677692
127194,99.78,78.99,0.004868423091310324
127200,267.58,71.8,0.014153731055868998
127218,273.48,97.14,0.014480210894908906
127233,278.76,79.19,0.01477238268306665
127250,115.09,42.18,0.00571561060583591
127252,454.05,242.86,0.024472154036508192
127264,158.39,102.58,0.008111640610993183
127273,95.03,52.8,0.004605579153100231
127291,89.75,60.19,0.004313407364942484
127293,105.59,73.91,0.005189922729415723
127304,147.83,63.36,0.007527297034677692
127307,159.38,80.46,0.008166422821272761
127327,129.35,38.01,0.00650469577612558
127330,620.88,113.72,0.03370378650210607
127338,275.38,90.3,0.014585348470192942
127342,210.12,103.59,0.01097414943701595
127345,262.92,134.73,0.013895867318593413
127355,657.63,207.11,0.035737368550363115
127361,115.09,92.92,0.00571561060583591
127373,204.85,109.5,0.010682531004517593
127374,120.21,72.86,0.005998928703443421
127379,401.25,80.93,0.021550436154930727
127380,84.48,55.17,0.004021788932444128
127397,157.34,65.44,0.008053538266757268
127425,206.96,110.87,0.010799289048648816
127426,287.15,149.21,0.015236648081294584
127435,435.04,188.17,0.023420224928008427
127452,71.27,50.37,0.003290806106390372
127457,252.58,103.69,0.013323697566784493
127472,135.42,60.19,0.00684058266137511
127473,183.73,94.93,0.009513843851886609
127479,108.76,71.81,0.005365336473442248
127487,315.72,225.96,0.016817585200170876
127532,121.43,70.22,0.006066438093888961
127539,122.55,51.74,0.006128413927740604
127541,211.19,104.54,0.011033358492570646
127547,163.46,66.52,0.008392191930303747
127561,268.2,117.84,0.014188039106751158
127572,131.99,93.98,0.006650781670204454
127589,159.44,93.98,0.0081697429552291
127611,126.71,63.36,0.006358609882046707
127622,159.66,68.93,0.008181916779735671
127624,474.11,189.01,0.02558218548924387
127627,147.83,116.16,0.007527297034677692
127628,147.01,75.08,0.007481921870607738
127647,131.99,82.58,0.006650781670204454
127656,269.26,153.1,0.014246694806646464
127659,100.32,79.19,0.004898304296917366
127669,163.67,84.48,0.00840381239915093
127678,110.87,47.52,0.005482094517573469
127679,68.64,52.8,0.003145273567970889
127689,100.32,84.48,0.004898304296917366
127697,199.57,75.08,0.010390359216359848
127699,137.27,73.91,0.006942953458362201
127701,458.27,87.85,0.02470567012477063
127702,112.85,83.46,0.005591658938132623
127708,95.03,63.36,0.004605579153100231
127717,158.45,55.59,0.008114960744949521
127747,131.99,63.36,0.006650781670204454
127749,126.71,52.27,0.006358609882046707
127752,121.43,84.48,0.006066438093888961
127757,131.99,90.28,0.006650781670204454
127762,168.94,105.59,0.008695430831649286
127763,130.14,76.03,0.006548410873217364
127770,168.79,106.8,0.008687130496758441
127779,216.46,95.03,0.011324976925069003
127808,161.02,90.28,0.008257173149412668
127812,257.64,99.26,0.013603695530435665
127817,105.59,79.19,0.005189922729415723
127828,357.96,115.09,0.019154959505432844
127832,89.75,45.4,0.004313407364942484
127841,158.09,50.71,0.008095039941211494
127842,167.89,94.08,0.00863732848741337
127845,120.38,62.3,0.006008335749653045
127852,104.54,104.54,0.005131820385179808
127856,104.54,65.57,0.005131820385179808
127859,205.9,72.86,0.01074063334875351
127864,141.5,93.98,0.0071770229022840295
127874,146.77,46.11,0.0074686413347823865
127876,58.07,47.52,0.002560376635996007
127877,79.19,60.19,0.0037290637886269917
127878,106.86,89.75,0.005260198898158211
127879,242.87,83.41,0.012786389221517123
127887,268.21,94.08,0.014188592462410547
127892,380.13,80.78,0.020381749002299745
127898,146.77,52.8,0.0074686413347823865
127899,110.87,58.07,0.005482094517573469
127903,96.09,58.08,0.004664234852995536
127904,161.56,80.78,0.00828705435501971
127905,153.1,97.67,0.007818915467176047
127912,216.46,95.03,0.011324976925069003
127930,68.38,37.7,0.0031308863208267573
127935,253.42,95.03,0.013370179442173225
127936,168.94,80.78,0.008695430831649286
127950,133.05,49.63,0.006709437370099759
127951,263.98,102.75,0.01395452301848872
127955,208.02,56.07,0.01085794474854412
127962,116.16,79.19,0.005774819661390604
127969,237.58,93.98,0.012493664077699987
127977,143.3,67.08,0.007276626920974171
127980,137.27,89.75,0.006942953458362201
127981,189.01,75.08,0.009806015640044356
127990,153.72,57.02,0.007853223518058207
127998,198.52,95.03,0.010332256872123934
128002,74.97,42.23,0.0034955477003645505
128004,72.86,27.88,0.00337878965623333
128013,519.8,95.03,0.028110467496995275
128024,119.32,71.8,0.00594968004975774
128035,177.41,76.03,0.009164123075152337
128037,114.04,88.7,0.005657508261599995
128045,83.95,57.02,0.003992461082496475
128048,92.69,49.63,0.004476093928803047
128059,126.71,84.48,0.006358609882046707
128069,157.34,85.53,0.008053538266757268
128089,146.77,61.24,0.0074686413347823865
128091,99.25,59.2,0.004839095241362671
128095,163.67,126.71,0.00840381239915093
128100,195.35,174.23,0.010156843128097406
128101,210.12,73.91,0.01097414943701595
128107,228.08,152.05,0.0119679762012798
128111,142.55,52.95,0.007235125246519945
128112,199.57,83.41,0.010390359216359848
128113,147.83,58.07,0.007527297034677692
128114,101.37,91.87,0.0049564066411532815
128117,137.27,63.36,0.006942953458362201
128120,93.58,64.56,0.004525342582488728
128159,83.41,73.91,0.0039625798768894325
128173,71.81,42.76,0.0033206873119974146
128177,104.54,41.81,0.005131820385179808
128210,111.92,44.35,0.005540196861809384
128212,253.42,174.23,0.013370179442173225
128217,158.39,95.03,0.008111640610993183
128218,144.73,70.39,0.0073557567802668925
128220,123.54,56.07,0.006183196138020182
128223,102.95,38.01,0.0050438368353368495
128232,116.16,45.15,0.005774819661390604
128235,80.78,67.57,0.0038170473384699496
128237,99.78,83.95,0.004868423091310324
128246,84.48,45.62,0.004021788932444128
128256,116.16,49.83,0.005774819661390604
128260,100.32,89.75,0.004898304296917366
128261,205.27,102.64,0.01070577194221196
128276,395.97,102.95,0.021258264366772982
128295,311.5,157.33,0.016584069111908434
128298,232.3,170.53,0.01220149228954224
128300,90.28,65.57,0.004342735214890136
128301,142.55,104.54,0.007235125246519945
128319,107.7,52.27,0.005306680773546943
128321,153.1,79.19,0.007818915467176047
128328,316.78,174.23,0.01687624090006618
128336,153.76,88.38,0.007855436940695766
128339,83.41,47.52,0.0039625798768894325
128347,146.35,73.18,0.00744540039708802
128356,121.43,90.81,0.006066438093888961
128364,136.21,104.54,0.006884297758466895
128373,189.01,72.86,0.009806015640044356
128451,170.79,85.39,0.008797801628636375
128696,87.62,32.13,0.004195542609492484
128720,256.07,76.96,0.013516818691911488
128738,146.35,49.08,0.00744540039708802
128761,80.8,26.73,0.0038181540497887285
128960,145.74,58.97,0.0074116457018652505
129142,46.4,30.93,0.0019146105814882607
129246,157.05,111.84,0.008037490952634969
129313,92.81,62.98,0.004482734196715723
129328,125.98,79.57,0.006318214918911261
129345,45.38,42.15,0.0018581683042305144
129378,44.25,23.88,0.0017956391147194819
129414,248.18,42.15,0.013080221076653038
129465,85.39,69.32,0.004072144297448587
129486,301.55,156.43,0.016033480230815713
129684,228.26,101.47,0.011977936603148814
129704,296.36,171.36,0.01574628864359247
129768,99.46,62.71,0.004850715710209854
129814,510.65,162.66,0.027604147068653728
129841,248.15,61.13,0.01307856100967487
129905,331.16,79.0,0.01767196633826853
129963,210.97,70.33,0.011021184668064073
129974,99.46,89.41,0.004850715710209854
130051,166.69,63.93,0.00857092580828661
130055,693.19,594.74,0.03770510127515279
130077,148.69,86.4,0.007574885621385203
130092,135.63,107.49,0.006852203130222293
130133,128.59,67.31,0.006462640746011965
130251,442.04,176.82,0.023807573889581195
130355,125.11,93.83,0.00627007297654436
130470,183.49,118.85,0.009500563316061257
130475,124.06,71.93,0.006211970632308445
130508,164.73,112.6,0.008462468099046234
130616,140.74,56.29,0.007134967872170416
130660,134.49,71.93,0.006789120585051872
130700,161.6,78.19,0.008289267777657268
130707,168.89,114.68,0.008692664053352337
130751,161.6,95.91,0.008289267777657268
130774,62.01,62.01,0.002778398765795537
130885,112.95,68.26,0.00559719249472652
131050,92.25,46.7,0.004451746279789902
131066,80.41,29.69,0.0037965731790725312
131097,126.58,55.35,0.006351416258474641
131122,106.44,63.83,0.005236957960463844
131130,111.35,74.06,0.005508655589224172
131132,212.88,114.37,0.0111268755990075
